id,model,SKU,scaned_images_path,website_images_path,category,source,first_date,semi,avg_of_stones,craeted_at,updated_at
5978,5-0428,G50428,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5979,5-0429,G50429,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5980,5-0430,G50430,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5981,5-0431,G50431,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5982,5-0432,G50432,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
5983,5-0433,G50433,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5984,5-0434,G50434,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,2018-01-11,2024-04-22
5985,5-0435,G50435,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
5986,5-0436,G50436,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
5987,5-0437,G50437,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5988,5-0438,G50438,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5989,5-0439,G50439,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5990,5-0440,G50440,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5991,5-0441,G50441,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,2018-01-11,2024-04-22
5992,5-0442,G50442,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5993,5-0443,G50443,H:\Gold-Models\,H:\Gold-Models\, , production,19/02/2022,PRL,Not Available,2018-01-11,2024-04-22
5994,5-0444,G50444,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,2018-01-11,2024-04-22
5995,5-0445,G50445,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5996,5-0446,G50446,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5997,5-0447,G50447,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5998,5-0448,G50448,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
5999,5-0449,G50449,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6000,5-0450,G50450,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6001,5-0451,G50451,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2023-01-05,2024-04-22
6002,5-0452,G50452,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6003,5-0453,G50453,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6004,5-0454,G50454,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6005,5-0455,G50455,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6006,5-0456,G50456,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6007,5-0457,G50457,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6008,5-0458,G50458,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6009,5-0459,G50459,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6010,5-0460,G50460,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6011,5-0461,G50461,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6012,5-0462,G50462,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6013,5-0463,G50463,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6014,5-0464,G50464,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6015,5-0465,G50465,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6016,5-0466,G50466,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6017,5-0467,G50467,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6018,5-0468,G50468,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6019,5-0469,G50469,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6020,5-0470,G50470,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6021,5-0471,G50471,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6022,5-0472,G50472,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6023,5-0473,G50473,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6024,5-0474,G50474,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6025,5-0475,G50475,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6026,5-0476,G50476,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6027,5-0477,G50477,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6028,5-0478,G50478,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6029,5-0479,G50479,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6030,5-0480,G50480,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6031,5-0481,G50481,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6032,5-0482,G50482,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6033,5-0483,G50483,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6034,5-0484,G50484,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6035,5-0485,G50485,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6036,5-0486,G50486,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6037,5-0487,G50487,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6038,5-0488,G50488,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6039,5-0489,G50489,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6040,5-0490,G50490,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6041,5-0491,G50491,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6042,5-0492,G50492,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6043,5-0493,G50493,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6044,5-0494,G50494,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6045,5-0495,G50495,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,2018-01-11,2024-04-22
6046,5-0496,G50496,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6047,5-0497,G50497,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6048,5-0498,G50498,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6049,5-0499,G50499,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6050,5-0500,G50500,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6051,5-0501,G50501,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6052,5-0502,G50502,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2023-01-05,2024-04-22
6053,5-0503,G50503,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6054,5-0504,G50504,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6055,5-0505,G50505,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6056,5-0506,G50506,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6057,5-0507,G50507,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6058,5-0508,G50508,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6059,5-0509,G50509,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6060,5-0510,G50510,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6061,5-0511,G50511,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,2018-01-11,2024-04-22
6062,5-0512,G50512,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6063,5-0513,G50513,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6064,5-0514,G50514,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6065,5-0515,G50515,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6066,5-0516,G50516,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6067,5-0517,G50517,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6068,5-0518,G50518,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6069,5-0519,G50519,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6070,5-0520,G50520,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,2018-01-11,2024-04-22
6071,5-0521,G50521,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6072,5-0522,G50522,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6073,5-0523,G50523,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6074,5-0524,G50524,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6075,5-0525,G50525,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6076,5-0526,G50526,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6077,5-0527,G50527,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6078,5-0528,G50528,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,2018-01-11,2024-04-22
6079,5-0529,G50529,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6080,5-0530,G50530,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6081,5-0531,G50531,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6082,5-0532,G50532,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6083,5-0533,G50533,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6084,5-0534,G50534,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,2018-01-11,2024-04-22
6085,5-0535,G50535,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6086,5-0536,G50536,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6087,5-0537,G50537,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6088,5-0538,G50538,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6089,5-0539,G50539,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6090,5-0540,G50540,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6091,5-0541,G50541,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6092,5-0542,G50542,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6093,5-0543,G50543,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6094,5-0544,G50544,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6095,5-0545,G50545,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6096,5-0546,G50546,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6097,5-0547,G50547,H:\Gold-Models\,H:\Gold-Models\,*,Italian,Italian, ,Not Available,2023-01-05,2024-04-22
6098,5-0548,G50548,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6099,5-0549,G50549,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6100,5-0550,G50550,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6101,5-0551,G50551,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6102,5-0552,G50552,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6103,5-0553,G50553,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6104,5-0554,G50554,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6105,5-0555,G50555,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6106,5-0556,G50556,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6107,5-0557,G50557,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6108,5-0558,G50558,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6109,5-0559,G50559,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6110,5-0560,G50560,H:\Gold-Models\,H:\Gold-Models\,*,Italian,Italian, ,Not Available,2023-12-28,2024-04-22
6111,5-0561,G50561,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6112,5-0562,G50562,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6113,5-0563,G50563,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6114,5-0564,G50564,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6115,5-0565,G50565,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6116,5-0566,G50566,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6117,5-0567,G50567,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6118,5-0568,G50568,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6119,5-0569,G50569,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6120,5-0570,G50570,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6121,5-0571,G50571,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6122,5-0572,G50572,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6123,5-0573,G50573,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6124,5-0574,G50574,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6125,5-0575,G50575,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6126,5-0576,G50576,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6127,5-0577,G50577,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6128,5-0578,G50578,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6129,5-0579,G50579,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6130,5-0580,G50580,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6131,5-0581,G50581,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6132,5-0582,G50582,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6133,5-0583,G50583,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6134,5-0584,G50584,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6135,5-0585,G50585,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6136,5-0586,G50586,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6137,5-0587,G50587,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6138,5-0588,G50588,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6139,5-0589,G50589,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6140,5-0590,G50590,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6141,5-0591,G50591,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6142,5-0592,G50592,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6143,5-0593,G50593,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6144,5-0594,G50594,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6145,5-0595,G50595,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6146,5-0596,G50596,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6147,5-0597,G50597,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6148,5-0598,G50598,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6149,5-0599,G50599,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6150,5-0600,G50600,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2023-01-05,2024-04-22
6151,5-0601,G50601,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Ein,0.1,2023-01-05,2024-04-22
6152,5-0602,G50602,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2023-09-14,2024-04-22
6153,5-0603,G50603,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6154,5-0604,G50604,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6155,5-0605,G50605,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6156,5-0606,G50606,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6157,5-0607,G50607,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6158,5-0608,G50608,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2021-04-14,2024-04-22
6159,5-0609,G50609,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,2018-01-11,2024-04-22
6160,5-0610,G50610,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,2023-05-11,2024-04-22
6161,5-0611,G50611,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,2023-01-05,2024-04-22
6162,5-0612,G50612,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6163,5-0613,G50613,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6164,5-0614,G50614,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6165,5-0615,G50615,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6166,5-0616,G50616,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6167,5-0617,G50617,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6168,5-0618,G50618,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2018-01-11,2024-04-22
6169,5-0619,G50619,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6170,5-0620,G50620,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6171,5-0621,G50621,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6172,5-0622,G50622,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,2023-01-06,2024-04-22
6173,5-0623,G50623,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6174,5-0624-A,G50624A,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,2021-04-15,2024-04-22
6175,5-0624-B,G50624B,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2021-04-15,2024-04-22
6176,5-0625,G50625,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6177,5-0626,G50626,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6178,5-0627,G50627,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6179,5-0628,G50628,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6180,5-0629,G50629,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6181,5-0630,G50630,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2021-04-14,2024-04-22
6182,5-0631,G50631,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6183,5-0632,G50632,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6184,5-0633,G50633,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6185,5-0634,G50634,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6186,5-0635,G50635,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6187,5-0636,G50636,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6188,5-0637,G50637,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6189,5-0638,G50638,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6190,5-0639,G50639,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6191,5-0640,G50640,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,2018-01-11,2024-04-22
6192,5-0641,G50641,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6193,5-0642,G50642,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6194,5-0643,G50643,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6195,5-0644,G50644,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6196,5-0645,G50645,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6197,5-0646,G50646,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6198,5-0647,G50647,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,2018-01-11,2024-04-22
6199,5-0648,G50648,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6200,5-0649,G50649,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6201,5-0650,G50650,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6202,5-0651,G50651,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,2023-01-05,2024-04-22
6203,5-0652,G50652,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2018-01-11,2024-04-22
6204,5-0653,G50653,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,2023-05-30,2024-04-22
6205,5-0654,G50654,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,2023-05-25,2024-04-22
6206,5-0655,G50655,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6207,5-0656,G50656,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2018-01-11,2024-04-22
6208,5-0657,G50657,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,2021-04-14,2024-04-22
