id,model,SKU,scaned_images_path,website_images_path,category,source,first_date,semi,avg_of_stones,craeted_at,updated_at
30,1-0021-C,G10021C,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,16/04/2021,22/04/2024
31,1-0021,G10021,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,03/06/2023,22/04/2024
32,1-0022,G10022,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,04/05/2023,22/04/2024
33,1-0023-A,G10023A,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,14/06/2023,22/04/2024
34,1-0023-B,G10023B,H:\Gold-Models\,H:\Gold-Models\,***, production,OLD, ,Not Available,14/06/2023,22/04/2024
35,1-0023,G10023,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/06/2023,22/04/2024
36,1-0024,G10024,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
37,1-0025,G10025,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,18/05/2023,22/04/2024
38,1-0026,G10026,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
39,1-0027,G10027,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/05/2023,22/04/2024
40,1-0028,G10028,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
41,1-0029,G10029,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
42,1-0030,G10030,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
43,1-0031,G10031,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
44,1-0032,G10032,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
45,1-0033,G10033,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
46,1-0034,G10034,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
47,1-0035-A,G10035A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,16/04/2021,22/04/2024
48,1-0035-B,G10035B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,16/04/2021,22/04/2024
49,1-0035,G10035,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,03/06/2023,22/04/2024
50,1-0036,G10036,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
51,1-0037,G10037,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
52,1-0038,G10038,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/05/2023,22/04/2024
53,1-0039,G10039,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
54,1-0040,G10040,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,17/05/2023,22/04/2024
55,1-0041,G10041,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
56,1-0042,G10042,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
57,1-0043,G10043,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
58,1-0044,G10044,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
59,1-0045-a,G10045a,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,16/04/2021,22/04/2024
60,1-0045-b,G10045b,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,16/04/2021,22/04/2024
61,1-0045,G10045,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,03/06/2023,22/04/2024
62,1-0046-a,G10046a,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,17/05/2023,22/04/2024
63,1-0046-b,G10046b,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,17/05/2023,22/04/2024
64,1-0046,G10046,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,01/06/2023,22/04/2024
65,1-0047,G10047,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
66,1-0048,G10048,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
67,1-0049,G10049,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
68,1-0050,G10050,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,16/05/2023,22/04/2024
69,1-0051,G10051,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
70,1-0052,G10052,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
71,1-0053,G10053,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
72,1-0054,G10054,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
73,1-0055,G10055,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
74,1-0056,G10056,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
75,1-0057,G10057,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
76,1-0058,G10058,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,09/01/2018,22/04/2024
77,1-0059,G10059,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,09/01/2018,22/04/2024
78,1-0060,G10060,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,09/01/2018,22/04/2024
79,1-0061,G10061,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,17/05/2023,22/04/2024
80,1-0062,G10062,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,PRL,Not Available,09/01/2018,22/04/2024
81,1-0063,G10063,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,09/01/2018,22/04/2024
82,1-0064,G10064,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,09/01/2018,22/04/2024
83,1-0065-A,G10065A,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/05/2023,22/04/2024
84,1-0065-B,G10065B,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,17/05/2023,22/04/2024
85,1-0065,G10065,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,01/06/2023,22/04/2024
86,1-0066-A,G10066A,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/04/2021,22/04/2024
87,1-0066-B,G10066B,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/05/2023,22/04/2024
88,1-0066-C,G10066C,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/04/2021,22/04/2024
89,1-0067,G10067,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
90,1-0068,G10068,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
91,1-0069,G10069,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
92,1-0070,G10070,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
93,1-0071,G10071,H:\Gold-Models\,H:\Gold-Models\, , production,16/03/2021, ,Not Available,09/01/2018,22/04/2024
94,1-0072,G10072,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,09/01/2018,22/04/2024
95,1-0073,G10073,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,17/05/2023,22/04/2024
96,1-0074,G10074,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,16/05/2023,22/04/2024
97,1-0075,G10075,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
98,1-0076,G10076,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
99,1-0077-A,G10077A,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,23/05/2023,22/04/2024
100,1-0077-B,G10077B,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,18/05/2023,22/04/2024
101,1-0077,G10077,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,01/06/2023,22/04/2024
102,1-0078-A,G10078A,H:\Gold-Models\,H:\Gold-Models\, , production,15/10/2020, ,Not Available,14/06/2023,22/04/2024
103,1-0078-B,G10078B,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,14/06/2023,22/04/2024
104,1-0078,G10078,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,14/06/2023,22/04/2024
105,1-0079-A,G10079A,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,07/03/2023,22/04/2024
106,1-0079-B,G10079B,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,15/06/2023,22/04/2024
107,1-0079-C,G10079C,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
108,1-0079,G10079,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,15/06/2023,22/04/2024
109,1-0080,G10080,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
110,1-0081,G10081,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
111,1-0082,G10082,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
112,1-0083,G10083,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
113,1-0084,G10084,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
114,1-0085,G10085,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
115,1-0086,G10086,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
116,1-0087,G10087,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
117,1-0088,G10088,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
118,1-0089,G10089,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,18/05/2023,22/04/2024
119,1-0090,G10090,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
120,1-0091,G10091,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
121,1-0092,G10092,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
122,1-0093,G10093,H:\Gold-Models\,H:\Gold-Models\, , production,11/07/2020, ,Not Available,09/01/2018,22/04/2024
123,1-0094,G10094,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
124,1-0095,G10095,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
125,1-0096,G10096,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
126,1-0097,G10097,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
127,1-0098,G10098,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
128,1-0099,G10099,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,09/01/2018,22/04/2024
129,1-0100,G10100,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,09/01/2018,22/04/2024
130,1-0101,G10101,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
131,1-0102,G10102,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
132,1-0103,G10103,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
133,1-0104,G10104,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
134,1-0105,G10105,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
135,1-0106,G10106,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
136,1-0107,G10107,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
137,1-0108,G10108,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
138,1-0109,G10109,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
139,1-0110,G10110,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
140,1-0111,G10111,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
141,1-0112,G10112,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
142,1-0113,G10113,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
143,1-0114,G10114,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
144,1-0115,G10115,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
145,1-0116,G10116,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
146,1-0117,G10117,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
147,1-0118,G10118,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
148,1-0119-A,G10119A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
149,1-0119-B,G10119B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
150,1-0119,G10119,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,06/06/2023,22/04/2024
151,1-0120,G10120,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
152,1-0121-A,G10121A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
153,1-0121-B,G10121B,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
154,1-0121,G10121,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,06/06/2023,22/04/2024
155,1-0122,G10122,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
156,1-0123,G10123,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,16/05/2023,22/04/2024
157,1-0124,G10124,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,13/06/2023,22/04/2024
158,1-0125,G10125,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
159,1-0126,G10126,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
160,1-0127,G10127,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
161,1-0128,G10128,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
162,1-0129,G10129,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
163,1-0130,G10130,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,18/05/2023,22/04/2024
164,1-0131,G10131,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
165,1-0132,G10132,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
166,1-0133,G10133,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
167,1-0134,G10134,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
168,1-0135,G10135,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
169,1-0136,G10136,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
170,1-0137,G10137,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
171,1-0138,G10138,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
172,1-0139,G10139,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,16/05/2023,22/04/2024
173,1-0140,G10140,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,13/06/2023,22/04/2024
174,1-0141,G10141,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
175,1-0142,G10142,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
176,1-0143,G10143,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/05/2023,22/04/2024
177,1-0144,G10144,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
178,1-0145,G10145,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/05/2023,22/04/2024
179,1-0146-A,G10146A,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,17/05/2023,22/04/2024
180,1-0146-B,G10146B,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,17/05/2023,22/04/2024
181,1-0146-C,G10146C,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/04/2021,22/04/2024
182,1-0146-D,G10146D,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
183,1-0146-E,G10146E,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
184,1-0146,G10146,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,08/06/2023,22/04/2024
185,1-0147,G10147,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
186,1-0148,G10148,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
187,1-0149,G10149,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
188,1-0150,G10150,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
189,1-0151,G10151,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
190,1-0152,G10152,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
191,1-0153,G10153,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
192,1-0154,G10154,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
193,1-0155,G10155,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,18/05/2023,22/04/2024
194,1-0156,G10156,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
195,1-0157,G10157,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
196,1-0158-A,G10158A,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/05/2023,22/04/2024
197,1-0158-B,G10158B,H:\Gold-Models\,H:\Gold-Models\, , production,15/07/2020, ,Not Available,17/04/2021,22/04/2024
198,1-0158,G10158,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,08/06/2023,22/04/2024
199,1-0159,G10159,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/04/2021,22/04/2024
200,1-0160,G10160,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
201,1-0161,G10161,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
202,1-0162,G10162,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
203,1-0163,G10163,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
204,1-0164,G10164,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
205,1-0165,G10165,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
206,1-0166,G10166,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,17/05/2023,22/04/2024
207,1-0167,G10167,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
208,1-0168,G10168,H:\Gold-Models\,H:\Gold-Models\, , production, ,PRL,Not Available,10/01/2018,22/04/2024
209,1-0169,G10169,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
210,1-0170,G10170,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
211,1-0171,G10171,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
212,1-0172,G10172,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
213,1-0173,G10173,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
214,1-0174,G10174,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
215,1-0175,G10175,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
216,1-0176,G10176,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
217,1-0177,G10177,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
218,1-0178,G10178,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
219,1-0179,G10179,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
220,1-0180,G10180,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
221,1-0181,G10181,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
222,1-0182,G10182,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
223,1-0183,G10183,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,10/01/2018,22/04/2024
224,1-0184,G10184,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,18/05/2023,22/04/2024
225,1-0185,G10185,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,10/01/2018,22/04/2024
226,1-0186-A,G10186A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
227,1-0186-B,G10186B,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/04/2021,22/04/2024
228,1-0186,G10186,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,08/06/2023,22/04/2024
229,1-0187-A,G10187A,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,17/05/2023,22/04/2024
230,1-0187-B,G10187B,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,18/05/2023,22/04/2024
231,1-0187-C,G10187C,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,03/06/2023,22/04/2024
232,1-0187,G10187,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,03/06/2023,22/04/2024
233,1-0188-A,G10188A,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,17/05/2023,22/04/2024
234,1-0188-B,G10188B,H:\Gold-Models\,H:\Gold-Models\,**, production,OLD, ,Not Available,17/05/2023,22/04/2024
235,1-0188,G10188,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,01/06/2023,22/04/2024
236,1-0189-A,G10189A,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
237,1-0189-B,G10189B,H:\Gold-Models\,H:\Gold-Models\, , production,25/05/2021, ,Not Available,17/05/2023,22/04/2024
238,1-0189,G10189,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,08/06/2023,22/04/2024
239,1-0190-A,G10190A,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/04/2021,22/04/2024
240,1-0190-B,G10190B,H:\Gold-Models\,H:\Gold-Models\,*, production,25/05/2021, ,Not Available,18/05/2023,22/04/2024
241,1-0190,G10190,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,08/06/2023,22/04/2024
242,1-0191,G10191,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
243,1-0192,G10192,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
244,1-0193,G10193,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
245,1-0194,G10194,H:\Gold-Models\,H:\Gold-Models\,*, production,OLD, ,Not Available,17/05/2023,22/04/2024
246,1-0195,G10195,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,17/05/2023,22/04/2024
247,1-0196,G10196,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
248,1-0197,G10197,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
249,1-0198,G10198,H:\Gold-Models\,H:\Gold-Models\, , production,OLD,Semi,Not Available,11/01/2018,22/04/2024
250,1-0199,G10199,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
251,1-0200,G10200,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
252,1-0201,G10201,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
253,1-0202,G10202,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
254,1-0203,G10203,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,17/04/2021,22/04/2024
255,1-0204,G10204,H:\Gold-Models\,H:\Gold-Models\, , production, ,Semi,Not Available,11/01/2018,22/04/2024
256,1-0205,G10205,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
257,1-0206,G10206,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
258,1-0207,G10207,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
259,1-0208,G10208,H:\Gold-Models\,H:\Gold-Models\, , production,OLD, ,Not Available,11/01/2018,22/04/2024
260,1-0209,G10209,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
261,1-0210,G10210,H:\Gold-Models\,H:\Gold-Models\, , production, , ,Not Available,11/01/2018,22/04/2024
